# dp/dPsi( Psi ) for C_mast_spherical, from C_mast_spherical_shaped.npz
#
# Psi = 1 - psi_n: freegs4e's normalised flux is 0 on the AXIS and
# 1 on the boundary, and MEQ's is the other way up.
# The values are d/dpsi in the reference and d/dPsi here, so they
# carry a factor of the span 8.085139507540710e-02.
# Amplitude 6.824242298106542e+05, shape ( 1 - psi_n^1.5 )^2.
#
#   Psi            value                    d/dPsi
  +0.110000   +1.419119519950702e+03   +2.504359795364992e+04
  +0.120000   +1.679837387585848e+03   +2.709362967413670e+04
  +0.130000   +1.960865053838351e+03   +2.910554343517645e+04
  +0.140000   +2.261820907760331e+03   +3.107925255327785e+04
  +0.150000   +2.582322459016940e+03   +3.301466781758596e+04
  +0.160000   +2.921986312095294e+03   +3.491169738549911e+04
  +0.170000   +3.280428139441909e+03   +3.677024667267696e+04
  +0.180000   +3.657262653470564e+03   +3.859021823706631e+04
  +0.190000   +4.052103577378897e+03   +4.037151165654253e+04
  +0.200000   +4.464563614707654e+03   +4.211402339973135e+04
  +0.210000   +4.894254417572150e+03   +4.381764668954105e+04
  +0.220000   +5.340786553490464e+03   +4.548227135889549e+04
  +0.230000   +5.803769470727731e+03   +4.710778369811645e+04
  +0.240000   +6.282811462069980e+03   +4.869406629335663e+04
  +0.250000   +6.777519626934928e+03   +5.024099785543356e+04
  +0.260000   +7.287499831720139e+03   +5.174845303835789e+04
  +0.270000   +7.812356668281800e+03   +5.321630224678747e+04
  +0.280000   +8.351693410429227e+03   +5.464441143157001e+04
  +0.290000   +8.905111968311390e+03   +5.603264187246074e+04
  +0.300000   +9.472212840562477e+03   +5.738084994701837e+04
  +0.310000   +1.005259506406272e+04   +5.868888688458895e+04
  +0.320000   +1.064585616115963e+04   +5.995659850418463e+04
  +0.330000   +1.125159208418207e+04   +6.118382493494955e+04
  +0.340000   +1.186939715706599e+04   +6.237040031777804e+04
  +0.350000   +1.249886401389565e+04   +6.351615248650804e+04
  +0.360000   +1.313958353414743e+04   +6.462090262695454e+04
  +0.370000   +1.379114477440530e+04   +6.568446491187092e+04
  +0.380000   +1.445313489629690e+04   +6.670664610972779e+04
  +0.390000   +1.512513909037681e+04   +6.768724516497676e+04
  +0.400000   +1.580674049565921e+04   +6.862605274721714e+04
  +0.410000   +1.649752011447504e+04   +6.952285076640225e+04
  +0.420000   +1.719705672229818e+04   +7.037741185090564e+04
  +0.430000   +1.790492677215210e+04   +7.118949878490882e+04
  +0.440000   +1.862070429317069e+04   +7.195886390116767e+04
  +0.450000   +1.934396078284553e+04   +7.268524842475379e+04
  +0.460000   +2.007426509244521e+04   +7.336838176284517e+04
  +0.470000   +2.081118330503994e+04   +7.400798073504349e+04
  +0.480000   +2.155427860550659e+04   +7.460374873801622e+04
  +0.490000   +2.230311114182289e+04   +7.515537483748044e+04
  +0.500000   +2.305723787688586e+04   +7.566253277965293e+04
  +0.510000   +2.381621243000538e+04   +7.612487991325918e+04
  +0.520000   +2.457958490712916e+04   +7.654205601200876e+04
  +0.530000   +2.534690171874765e+04   +7.691368198606717e+04
  +0.540000   +2.611770538430487e+04   +7.723935846946115e+04
  +0.550000   +2.689153432180174e+04   +7.751866426849698e+04
  +0.560000   +2.766792262111839e+04   +7.775115465410234e+04
  +0.570000   +2.844639979939895e+04   +7.793635947846340e+04
  +0.580000   +2.922649053663121e+04   +7.807378109334216e+04
  +0.590000   +3.000771438931074e+04   +7.816289204393698e+04
  +0.600000   +3.078958547979689e+04   +7.820313250797684e+04
  +0.610000   +3.157161215864122e+04   +7.819390744478251e+04
  +0.620000   +3.235329663678765e+04   +7.813458341310728e+04
  +0.630000   +3.313413458409690e+04   +7.802448500947439e+04
  +0.640000   +3.391361469012412e+04   +7.786289087018291e+04
  +0.650000   +3.469121818245987e+04   +7.764902916981436e+04
  +0.660000   +3.546641829721231e+04   +7.738207253649968e+04
  +0.670000   +3.623867969533699e+04   +7.706113228883727e+04
  +0.680000   +3.700745781747782e+04   +7.668525188046097e+04
  +0.690000   +3.777219816873089e+04   +7.625339941489832e+04
  +0.700000   +3.853233552322882e+04   +7.576445906429799e+04
  +0.710000   +3.928729303660411e+04   +7.521722118920911e+04
  +0.720000   +4.003648125214131e+04   +7.461037091069469e+04
  +0.730000   +4.077929698366100e+04   +7.394247482773804e+04
  +0.740000   +4.151512205475002e+04   +7.321196549820676e+04
  +0.750000   +4.224332186967389e+04   +7.241712320515524e+04
  +0.760000   +4.296324378592422e+04   +7.155605440448398e+04
  +0.770000   +4.367421525152514e+04   +7.062666608442912e+04
  +0.780000   +4.437554166147976e+04   +6.962663504714056e+04
  +0.790000   +4.506650387643304e+04   +6.855337082630707e+04
  +0.800000   +4.574635533185532e+04   +6.740397055116502e+04
  +0.810000   +4.641431864652006e+04   +6.617516350997597e+04
  +0.820000   +4.706958161290066e+04   +6.486324238533747e+04
  +0.830000   +4.771129241661150e+04   +6.346397702215609e+04
  +0.840000   +4.833855388308091e+04   +6.197250497830883e+04
  +0.850000   +4.895041648103477e+04   +6.038319072746445e+04
  +0.860000   +4.954586971435010e+04   +5.868944178772053e+04
  +0.870000   +5.012383139082260e+04   +5.688346448368211e+04
  +0.880000   +5.068313404270259e+04   +5.495593319247218e+04
  +0.890000   +5.122250744581762e+04   +5.289553237956925e+04
  +0.900000   +5.174055566465059e+04   +5.068830596681328e+04
  +0.910000   +5.223572619801402e+04   +4.831670460247960e+04
  +0.920000   +5.270626733952267e+04   +4.575813935643839e+04
  +0.930000   +5.315016723590453e+04   +4.298268791463153e+04
  +0.940000   +5.356506308407835e+04   +3.994925349885895e+04
  +0.950000   +5.394809847111530e+04   +3.659867020378874e+04
  +0.960000   +5.429568299410124e+04   +3.284013084320641e+04
  +0.970000   +5.460304582636644e+04   +2.852077317039033e+04
  +0.980000   +5.486327575695374e+04   +2.334253926673219e+04
  +0.990000   +5.506465628637572e+04   +1.653593281873145e+04
  +1.000000   +5.517495101345161e+04   +0.000000000000000e+00
