# dp/dPsi( Psi ) for A_testtokamak_classic, from A_testtokamak_classic_shaped.npz
#
# Psi = 1 - psi_n: freegs4e's normalised flux is 0 on the AXIS and
# 1 on the boundary, and MEQ's is the other way up.
# The values are d/dpsi in the reference and d/dPsi here, so they
# carry a factor of the span 5.030362483714718e-02.
# Amplitude 3.449829524345103e+05, shape ( 1 - psi_n^1.5 )^2.
#
#   Psi            value                    d/dPsi
  +0.280000   +2.626815090401556e+03   +1.718702513376652e+04
  +0.290000   +2.800878977533449e+03   +1.762365810050508e+04
  +0.300000   +2.979246292496042e+03   +1.804770303860432e+04
  +0.310000   +3.161790922425518e+03   +1.845911315599707e+04
  +0.320000   +3.348386278099890e+03   +1.885783995893179e+04
  +0.330000   +3.538905276487294e+03   +1.924383316405200e+04
  +0.340000   +3.733220322385837e+03   +1.961704060454791e+04
  +0.350000   +3.931203289093281e+03   +1.997740812988378e+04
  +0.360000   +4.132725498039611e+03   +2.032487949855546e+04
  +0.370000   +4.337657697309863e+03   +2.065939626327668e+04
  +0.380000   +4.545870038978218e+03   +2.098089764793026e+04
  +0.390000   +4.757232055167399e+03   +2.128932041555064e+04
  +0.400000   +4.971612632739717e+03   +2.158459872652562e+04
  +0.410000   +5.188879986517491e+03   +2.186666398611668e+04
  +0.420000   +5.408901630921189e+03   +2.213544468029785e+04
  +0.430000   +5.631544349902896e+03   +2.239086619880015e+04
  +0.440000   +5.856674165041216e+03   +2.263285064412157e+04
  +0.450000   +6.084156301650331e+03   +2.286131662511741e+04
  +0.460000   +6.313855152741554e+03   +2.307617903362177e+04
  +0.470000   +6.545634240659017e+03   +2.327734880236326e+04
  +0.480000   +6.779356176193043e+03   +2.346473264222415e+04
  +0.490000   +7.014882614953710e+03   +2.363823275664675e+04
  +0.500000   +7.252074210764080e+03   +2.379774653070988e+04
  +0.510000   +7.490790565805982e+03   +2.394316619207391e+04
  +0.520000   +7.730890177221543e+03   +2.407437844062003e+04
  +0.530000   +7.972230379839765e+03   +2.419126404317612e+04
  +0.540000   +8.214667284658866e+03   +2.429369738922065e+04
  +0.550000   +8.458055712671303e+03   +2.438154600287160e+04
  +0.560000   +8.702249123567997e+03   +2.445467000578564e+04
  +0.570000   +8.947099538800792e+03   +2.451292152479366e+04
  +0.580000   +9.192457458415665e+03   +2.455614403715985e+04
  +0.590000   +9.438171770992998e+03   +2.458417164524352e+04
  +0.600000   +9.684089655942294e+03   +2.459682827103066e+04
  +0.610000   +9.930056477296113e+03   +2.459392675944278e+04
  +0.620000   +1.017591566802785e+04   +2.457526787746881e+04
  +0.630000   +1.042150860377771e+04   +2.454063919393370e+04
  +0.640000   +1.066667446470638e+04   +2.448981382202993e+04
  +0.650000   +1.091125008400123e+04   +2.442254900348600e+04
  +0.660000   +1.115506978132990e+04   +2.433858450929156e+04
  +0.670000   +1.139796517926145e+04   +2.423764082706490e+04
  +0.680000   +1.163976500034784e+04   +2.411941709920677e+04
  +0.690000   +1.188029484216435e+04   +2.398358876863724e+04
  +0.700000   +1.211937692713165e+04   +2.382980487977234e+04
  +0.710000   +1.235682982336342e+04   +2.365768497094910e+04
  +0.720000   +1.259246813207655e+04   +2.346681548007130e+04
  +0.730000   +1.282610213623036e+04   +2.325674556690378e+04
  +0.740000   +1.305753740398322e+04   +2.302698223194998e+04
  +0.750000   +1.328657433920895e+04   +2.277698458150106e+04
  +0.760000   +1.351300766962259e+04   +2.250615704888920e+04
  +0.770000   +1.373662586091698e+04   +2.221384132991005e+04
  +0.780000   +1.395721044256187e+04   +2.189930672111572e+04
  +0.790000   +1.417453522736180e+04   +2.156173845648655e+04
  +0.800000   +1.438836540222247e+04   +2.120022351104034e+04
  +0.810000   +1.459845646143267e+04   +2.081373316466863e+04
  +0.820000   +1.480455294554456e+04   +2.040110137393341e+04
  +0.830000   +1.500638693776898e+04   +1.996099764995198e+04
  +0.840000   +1.520367625441124e+04   +1.949189263386056e+04
  +0.850000   +1.539612224429282e+04   +1.899201381260319e+04
  +0.860000   +1.558340708127545e+04   +1.845928768681952e+04
  +0.870000   +1.576519038902186e+04   +1.789126295194997e+04
  +0.880000   +1.594110496991695e+04   +1.728500646788787e+04
  +0.890000   +1.611075130689748e+04   +1.663695921787143e+04
  +0.900000   +1.627369034355881e+04   +1.594273166855550e+04
  +0.910000   +1.642943377970279e+04   +1.519680411277751e+04
  +0.920000   +1.657743066014696e+04   +1.439207177074909e+04
  +0.930000   +1.671704820704918e+04   +1.351912333122534e+04
  +0.940000   +1.684754326013230e+04   +1.256503283633907e+04
  +0.950000   +1.696801740655751e+04   +1.151119113878022e+04
  +0.960000   +1.707734137539829e+04   +1.032903712221671e+04
  +0.970000   +1.717401462312725e+04   +8.970491811917549e+03
  +0.980000   +1.725586340217693e+04   +7.341808586696155e+03
  +0.990000   +1.731920258234105e+04   +5.200961736438758e+03
  +1.000000   +1.735389301447699e+04   +0.000000000000000e+00
