# dp/dPsi( Psi ) for E_testtokamak_diamagnetic, from E_testtokamak_diamagnetic_shaped.npz
#
# Psi = 1 - psi_n: freegs4e's normalised flux is 0 on the AXIS and
# 1 on the boundary, and MEQ's is the other way up.
# The values are d/dpsi in the reference and d/dPsi here, so they
# carry a factor of the span 4.583584859130385e-02.
# Amplitude 9.538737522148114e+05, shape ( 1 - psi_n^1.2 )^1.5.
#
#   Psi            value                    d/dPsi
  +0.120000   +2.344808692173773e+03   +2.892914696167010e+04
  +0.130000   +2.639626576323125e+03   +3.002534245494299e+04
  +0.140000   +2.945143195785605e+03   +3.106979946984259e+04
  +0.150000   +3.260866714924147e+03   +3.206747434103802e+04
  +0.160000   +3.586350617446967e+03   +3.302250850250764e+04
  +0.170000   +3.921186476576823e+03   +3.393840323479496e+04
  +0.180000   +4.264998230626645e+03   +3.481814881051174e+04
  +0.190000   +4.617437581617866e+03   +3.566432179516870e+04
  +0.200000   +4.978180247031662e+03   +3.647915960654349e+04
  +0.210000   +5.346922870093234e+03   +3.726461850955783e+04
  +0.220000   +5.723380445636650e+03   +3.802241933214615e+04
  +0.230000   +6.107284154771182e+03   +3.875408393466685e+04
  +0.240000   +6.498379527386792e+03   +3.946096461713478e+04
  +0.250000   +6.896424870274853e+03   +4.014426806287295e+04
  +0.260000   +7.301189912450468e+03   +4.080507500557343e+04
  +0.270000   +7.712454629582368e+03   +4.144435651279486e+04
  +0.280000   +8.130008217245550e+03   +4.206298756587390e+04
  +0.290000   +8.553648188689967e+03   +4.266175845972949e+04
  +0.300000   +8.983179577443043e+03   +4.324138442964503e+04
  +0.310000   +9.418414228676778e+03   +4.380251382455284e+04
  +0.320000   +9.859170166117416e+03   +4.434573507976846e+04
  +0.330000   +1.030527102353871e+04   +4.487158269099861e+04
  +0.340000   +1.075654553169148e+04   +4.538054235182112e+04
  +0.350000   +1.121282705298313e+04   +4.587305538585337e+04
  +0.360000   +1.167395315740601e+04   +4.634952258039972e+04
  +0.370000   +1.213976523418068e+04   +4.681030750895806e+04
  +0.380000   +1.261010813437355e+04   +4.725573941442266e+04
  +0.390000   +1.308482984040163e+04   +4.768611571228105e+04
  +0.400000   +1.356378115887758e+04   +4.810170416291070e+04
  +0.410000   +1.404681543369605e+04   +4.850274475373673e+04
  +0.420000   +1.453378827663473e+04   +4.888945132512415e+04
  +0.430000   +1.502455731305224e+04   +4.926201296814942e+04
  +0.440000   +1.551898194052228e+04   +4.962059521758743e+04
  +0.450000   +1.601692309845543e+04   +4.996534105937343e+04
  +0.460000   +1.651824304693502e+04   +5.029637176830722e+04
  +0.470000   +1.702280515313546e+04   +5.061378758873431e+04
  +0.480000   +1.753047368380522e+04   +5.091766826826951e+04
  +0.490000   +1.804111360238519e+04   +5.120807345223452e+04
  +0.500000   +1.855459036939869e+04   +5.148504294429773e+04
  +0.510000   +1.907076974479411e+04   +5.174859683676274e+04
  +0.520000   +1.958951759094565e+04   +5.199873551200156e+04
  +0.530000   +2.011069967502328e+04   +5.223543951461464e+04
  +0.540000   +2.063418146942884e+04   +5.245866929197115e+04
  +0.550000   +2.115982794896231e+04   +5.266836479879059e+04
  +0.560000   +2.168750338332813e+04   +5.286444495931456e+04
  +0.570000   +2.221707112351578e+04   +5.304680697832839e+04
  +0.580000   +2.274839338048895e+04   +5.321532548975806e+04
  +0.590000   +2.328133099449105e+04   +5.336985152871287e+04
  +0.600000   +2.381574319311727e+04   +5.351021130957626e+04
  +0.610000   +2.435148733611134e+04   +5.363620478895627e+04
  +0.620000   +2.488841864461129e+04   +5.374760398785707e+04
  +0.630000   +2.542638991228666e+04   +5.384415104215759e+04
  +0.640000   +2.596525119546986e+04   +5.392555594416907e+04
  +0.650000   +2.650484947897529e+04   +5.399149393042822e+04
  +0.660000   +2.704502831380638e+04   +5.404160246162151e+04
  +0.670000   +2.758562742235547e+04   +5.407547772919619e+04
  +0.680000   +2.812648226597851e+04   +5.409267060922357e+04
  +0.690000   +2.866742356894996e+04   +5.409268196670066e+04
  +0.700000   +2.920827679172916e+04   +5.407495719172784e+04
  +0.710000   +2.974886154515278e+04   +5.403887982158190e+04
  +0.720000   +3.028899093554107e+04   +5.398376406787311e+04
  +0.730000   +3.082847082868355e+04   +5.390884602336607e+04
  +0.740000   +3.136709901814006e+04   +5.381327326542862e+04
  +0.750000   +3.190466428010433e+04   +5.369609249798481e+04
  +0.760000   +3.244094529302458e+04   +5.355623477504215e+04
  +0.770000   +3.297570939498156e+04   +5.339249771751158e+04
  +0.780000   +3.350871114510310e+04   +5.320352395847804e+04
  +0.790000   +3.403969064650744e+04   +5.298777481191442e+04
  +0.800000   +3.456837157665328e+04   +5.274349782890626e+04
  +0.810000   +3.509445885543419e+04   +5.246868644304532e+04
  +0.820000   +3.561763586028665e+04   +5.216102925055652e+04
  +0.830000   +3.613756106859834e+04   +5.181784552409185e+04
  +0.840000   +3.665386396719269e+04   +5.143600216785188e+04
  +0.850000   +3.716614001102875e+04   +5.101180523471228e+04
  +0.860000   +3.767394432961908e+04   +5.054085592337992e+04
  +0.870000   +3.817678375559441e+04   +5.001785593187207e+04
  +0.880000   +3.867410656113450e+04   +4.943633887477702e+04
  +0.890000   +3.916528899271260e+04   +4.878829079489016e+04
  +0.900000   +3.964961721729598e+04   +4.806359902077726e+04
  +0.910000   +4.012626249183835e+04   +4.724922542462689e+04
  +0.920000   +4.059424596142199e+04   +4.632791749627471e+04
  +0.930000   +4.105238688773574e+04   +4.527610244302045e+04
  +0.940000   +4.149922296630417e+04   +4.406024014926574e+04
  +0.950000   +4.193288037089191e+04   +4.263001846451182e+04
  +0.960000   +4.235084493253403e+04   +4.090433277064701e+04
  +0.970000   +4.274951382284796e+04   +3.873806579517064e+04
  +0.980000   +4.312316305755926e+04   +3.582444658648387e+04
  +0.990000   +4.346078459328942e+04   +3.126817080210918e+04
  +1.000000   +4.372161288173698e+04   +0.000000000000000e+00
