# dgg/dPsi( Psi ) for A_testtokamak_classic, from A_testtokamak_classic_shaped.npz
#
# Psi = 1 - psi_n: freegs4e's normalised flux is 0 on the AXIS and
# 1 on the boundary, and MEQ's is the other way up.
# The values are d/dpsi in the reference and d/dPsi here, so they
# carry a factor of the span 5.030362483714718e-02.
# Amplitude 7.900872176478595e-01, shape ( 1 - psi_n^1.2 )^2.
#
#   Psi            value                    d/dPsi
  +0.100000   +5.606115512534177e-04   +1.109246132017230e-02
  +0.110000   +6.768873105680381e-04   +1.216142841227762e-02
  +0.120000   +8.038147496968403e-04   +1.322278450067240e-02
  +0.130000   +9.413173719427881e-04   +1.427645193194395e-02
  +0.140000   +1.089317894307967e-03   +1.532235108680649e-02
  +0.150000   +1.247738227452651e-03   +1.636040030300181e-02
  +0.160000   +1.416499454863257e-03   +1.739051579413737e-02
  +0.170000   +1.595521811187263e-03   +1.841261156419368e-02
  +0.180000   +1.784724659690350e-03   +1.942659931741116e-02
  +0.190000   +1.984026468788025e-03   +2.043238836324329e-02
  +0.200000   +2.193344787600684e-03   +2.142988551603744e-02
  +0.210000   +2.412596220477624e-03   +2.241899498907666e-02
  +0.220000   +2.641696400431637e-03   +2.339961828258528e-02
  +0.230000   +2.880559961421687e-03   +2.437165406526687e-02
  +0.240000   +3.129100509416705e-03   +2.533499804890696e-02
  +0.250000   +3.387230592168617e-03   +2.628954285553108e-02
  +0.260000   +3.654861667617462e-03   +2.723517787656460e-02
  +0.270000   +3.931904070845615e-03   +2.817178912339079e-02
  +0.280000   +4.218266979491844e-03   +2.909925906864849e-02
  +0.290000   +4.513858377529121e-03   +3.001746647755090e-02
  +0.300000   +4.818585017302418e-03   +3.092628622843873e-02
  +0.310000   +5.132352379714716e-03   +3.182558912170713e-02
  +0.320000   +5.455064632440196e-03   +3.271524167616258e-02
  +0.330000   +5.786624586033923e-03   +3.359510591177372e-02
  +0.340000   +6.126933647796286e-03   +3.446503911767722e-02
  +0.350000   +6.475891773238587e-03   +3.532489360418483e-02
  +0.360000   +6.833397414983043e-03   +3.617451643740978e-02
  +0.370000   +7.199347468915810e-03   +3.701374915498603e-02
  +0.380000   +7.573637217395734e-03   +3.784242746119330e-02
  +0.390000   +7.956160269303668e-03   +3.866038089961867e-02
  +0.400000   +8.346808496697541e-03   +3.946743250128137e-02
  +0.410000   +8.745471967816479e-03   +4.026339840591669e-02
  +0.420000   +9.152038876153049e-03   +4.104808745385430e-02
  +0.430000   +9.566395465285359e-03   +4.182130074562991e-02
  +0.440000   +9.988425949130905e-03   +4.258283116613520e-02
  +0.450000   +1.041801242724978e-02   +4.333246286972757e-02
  +0.460000   +1.085503479478731e-02   +4.406997072228683e-02
  +0.470000   +1.129937064660341e-02   +4.479511969570810e-02
  +0.480000   +1.175089517508810e-02   +4.550766420974955e-02
  +0.490000   +1.220948106110871e-02   +4.620734741549885e-02
  +0.500000   +1.267499835747316e-02   +4.689390041396762e-02
  +0.510000   +1.314731436422447e-02   +4.756704140245160e-02
  +0.520000   +1.362629349500339e-02   +4.822647474028546e-02
  +0.530000   +1.411179713362621e-02   +4.887188992444907e-02
  +0.540000   +1.460368347992313e-02   +4.950296046411675e-02
  +0.550000   +1.510180738376548e-02   +5.011934264164537e-02
  +0.560000   +1.560602016607597e-02   +5.072067414562693e-02
  +0.570000   +1.611616942546168e-02   +5.130657255942962e-02
  +0.580000   +1.663209882893133e-02   +5.187663368605364e-02
  +0.590000   +1.715364788495128e-02   +5.243042968704824e-02
  +0.600000   +1.768065169685479e-02   +5.296750700957278e-02
  +0.610000   +1.821294069433838e-02   +5.348738407130872e-02
  +0.620000   +1.875034034045095e-02   +5.398954866767850e-02
  +0.630000   +1.929267081109516e-02   +5.447345505950153e-02
  +0.640000   +1.983974664360469e-02   +5.493852069155690e-02
  +0.650000   +2.039137635042093e-02   +5.538412248320348e-02
  +0.660000   +2.094736199324882e-02   +5.580959262080889e-02
  +0.670000   +2.150749871230162e-02   +5.621421376772267e-02
  +0.680000   +2.207157420431791e-02   +5.659721359018985e-02
  +0.690000   +2.263936814191466e-02   +5.695775847602618e-02
  +0.700000   +2.321065152547791e-02   +5.729494629584988e-02
  +0.710000   +2.378518595712714e-02   +5.760779802258120e-02
  +0.720000   +2.436272282423862e-02   +5.789524798162185e-02
  +0.730000   +2.494300237747175e-02   +5.815613244868810e-02
  +0.740000   +2.552575268506949e-02   +5.838917624070603e-02
  +0.750000   +2.611068844121313e-02   +5.859297685196675e-02
  +0.760000   +2.669750960114905e-02   +5.876598556518302e-02
  +0.770000   +2.728589980932688e-02   +5.890648480429451e-02
  +0.780000   +2.787552457841835e-02   +5.901256077723967e-02
  +0.790000   +2.846602916616008e-02   +5.908207015979011e-02
  +0.800000   +2.905703608254041e-02   +5.911259916252405e-02
  +0.810000   +2.964814214057785e-02   +5.910141275201879e-02
  +0.820000   +3.023891493784284e-02   +5.904539098795450e-02
  +0.830000   +3.082888862002085e-02   +5.894094827112563e-02
  +0.840000   +3.141755872775980e-02   +5.878392958428880e-02
  +0.850000   +3.200437585691310e-02   +5.856947524052511e-02
  +0.860000   +3.258873775919210e-02   +5.829184171785719e-02
  +0.870000   +3.316997935747231e-02   +5.794415996858642e-02
  +0.880000   +3.374735991790886e-02   +5.751810257141272e-02
  +0.890000   +3.432004625827792e-02   +5.700341433301648e-02
  +0.900000   +3.488709028624504e-02   +5.638723183060241e-02
  +0.910000   +3.544739817903783e-02   +5.565306454406788e-02
  +0.920000   +3.599968679384051e-02   +5.477920922624446e-02
  +0.930000   +3.654241971359760e-02   +5.373616376211149e-02
  +0.940000   +3.707370904871202e-02   +5.248215611929506e-02
  +0.950000   +3.759115566475555e-02   +5.095481623384228e-02
  +0.960000   +3.809156852376498e-02   +4.905404515176640e-02
  +0.970000   +3.857041608500605e-02   +4.660149110279114e-02
  +0.980000   +3.902056576762515e-02   +4.322163388156582e-02
  +0.990000   +3.942843146300205e-02   +3.782275419036845e-02
  +1.000000   +3.974425098518337e-02   +0.000000000000000e+00
