# dgg/dPsi( Psi ) for B_testtokamak_peaked_ffdom, from B_testtokamak_peaked_ffdom_shaped.npz
#
# Psi = 1 - psi_n: freegs4e's normalised flux is 0 on the AXIS and
# 1 on the boundary, and MEQ's is the other way up.
# The values are d/dpsi in the reference and d/dPsi here, so they
# carry a factor of the span 5.110214053929839e-02.
# Amplitude 9.700208302686062e-01, shape ( 1 - psi_n^1 )^1.
#
#   Psi            value                    d/dPsi
  +0.150000   +7.435521119164984e-03   +4.957014079443322e-02
  +0.160000   +7.931222527109316e-03   +4.957014079443322e-02
  +0.170000   +8.426923935053648e-03   +4.957014079443322e-02
  +0.180000   +8.922625342997977e-03   +4.957014079443322e-02
  +0.190000   +9.418326750942310e-03   +4.957014079443322e-02
  +0.200000   +9.914028158886642e-03   +4.957014079443322e-02
  +0.210000   +1.040972956683097e-02   +4.957014079443322e-02
  +0.220000   +1.090543097477531e-02   +4.957014079443322e-02
  +0.230000   +1.140113238271964e-02   +4.957014079443322e-02
  +0.240000   +1.189683379066397e-02   +4.957014079443322e-02
  +0.250000   +1.239253519860830e-02   +4.957014079443322e-02
  +0.260000   +1.288823660655264e-02   +4.957014079443322e-02
  +0.270000   +1.338393801449697e-02   +4.957014079443322e-02
  +0.280000   +1.387963942244130e-02   +4.957014079443322e-02
  +0.290000   +1.437534083038564e-02   +4.957014079443322e-02
  +0.300000   +1.487104223832997e-02   +4.957014079443322e-02
  +0.310000   +1.536674364627430e-02   +4.957014079443322e-02
  +0.320000   +1.586244505421863e-02   +4.957014079443322e-02
  +0.330000   +1.635814646216296e-02   +4.957014079443322e-02
  +0.340000   +1.685384787010730e-02   +4.957014079443322e-02
  +0.350000   +1.734954927805163e-02   +4.957014079443322e-02
  +0.360000   +1.784525068599596e-02   +4.957014079443322e-02
  +0.370000   +1.834095209394030e-02   +4.957014079443322e-02
  +0.380000   +1.883665350188463e-02   +4.957014079443322e-02
  +0.390000   +1.933235490982896e-02   +4.957014079443322e-02
  +0.400000   +1.982805631777329e-02   +4.957014079443322e-02
  +0.410000   +2.032375772571762e-02   +4.957014079443322e-02
  +0.420000   +2.081945913366195e-02   +4.957014079443322e-02
  +0.430000   +2.131516054160628e-02   +4.957014079443322e-02
  +0.440000   +2.181086194955061e-02   +4.957014079443322e-02
  +0.450000   +2.230656335749494e-02   +4.957014079443322e-02
  +0.460000   +2.280226476543928e-02   +4.957014079443322e-02
  +0.470000   +2.329796617338361e-02   +4.957014079443322e-02
  +0.480000   +2.379366758132795e-02   +4.957014079443322e-02
  +0.490000   +2.428936898927228e-02   +4.957014079443322e-02
  +0.500000   +2.478507039721661e-02   +4.957014079443322e-02
  +0.510000   +2.528077180516094e-02   +4.957014079443322e-02
  +0.520000   +2.577647321310527e-02   +4.957014079443322e-02
  +0.530000   +2.627217462104961e-02   +4.957014079443322e-02
  +0.540000   +2.676787602899394e-02   +4.957014079443322e-02
  +0.550000   +2.726357743693827e-02   +4.957014079443322e-02
  +0.560000   +2.775927884488261e-02   +4.957014079443322e-02
  +0.570000   +2.825498025282694e-02   +4.957014079443322e-02
  +0.580000   +2.875068166077127e-02   +4.957014079443322e-02
  +0.590000   +2.924638306871560e-02   +4.957014079443322e-02
  +0.600000   +2.974208447665994e-02   +4.957014079443322e-02
  +0.610000   +3.023778588460427e-02   +4.957014079443322e-02
  +0.620000   +3.073348729254860e-02   +4.957014079443322e-02
  +0.630000   +3.122918870049293e-02   +4.957014079443322e-02
  +0.640000   +3.172489010843726e-02   +4.957014079443322e-02
  +0.650000   +3.222059151638160e-02   +4.957014079443322e-02
  +0.660000   +3.271629292432592e-02   +4.957014079443322e-02
  +0.670000   +3.321199433227025e-02   +4.957014079443322e-02
  +0.680000   +3.370769574021459e-02   +4.957014079443322e-02
  +0.690000   +3.420339714815892e-02   +4.957014079443322e-02
  +0.700000   +3.469909855610325e-02   +4.957014079443322e-02
  +0.710000   +3.519479996404758e-02   +4.957014079443322e-02
  +0.720000   +3.569050137199192e-02   +4.957014079443322e-02
  +0.730000   +3.618620277993625e-02   +4.957014079443322e-02
  +0.740000   +3.668190418788058e-02   +4.957014079443322e-02
  +0.750000   +3.717760559582491e-02   +4.957014079443322e-02
  +0.760000   +3.767330700376924e-02   +4.957014079443322e-02
  +0.770000   +3.816900841171358e-02   +4.957014079443322e-02
  +0.780000   +3.866470981965791e-02   +4.957014079443322e-02
  +0.790000   +3.916041122760224e-02   +4.957014079443322e-02
  +0.800000   +3.965611263554658e-02   +4.957014079443322e-02
  +0.810000   +4.015181404349091e-02   +4.957014079443322e-02
  +0.820000   +4.064751545143525e-02   +4.957014079443322e-02
  +0.830000   +4.114321685937958e-02   +4.957014079443322e-02
  +0.840000   +4.163891826732391e-02   +4.957014079443322e-02
  +0.850000   +4.213461967526824e-02   +4.957014079443322e-02
  +0.860000   +4.263032108321256e-02   +4.957014079443322e-02
  +0.870000   +4.312602249115689e-02   +4.957014079443322e-02
  +0.880000   +4.362172389910123e-02   +4.957014079443322e-02
  +0.890000   +4.411742530704556e-02   +4.957014079443322e-02
  +0.900000   +4.461312671498989e-02   +4.957014079443322e-02
  +0.910000   +4.510882812293423e-02   +4.957014079443322e-02
  +0.920000   +4.560452953087856e-02   +4.957014079443322e-02
  +0.930000   +4.610023093882289e-02   +4.957014079443322e-02
  +0.940000   +4.659593234676723e-02   +4.957014079443322e-02
  +0.950000   +4.709163375471156e-02   +4.957014079443322e-02
  +0.960000   +4.758733516265589e-02   +4.957014079443322e-02
  +0.970000   +4.808303657060022e-02   +4.957014079443322e-02
  +0.980000   +4.857873797854455e-02   +4.957014079443322e-02
  +0.990000   +4.907443938648889e-02   +4.957014079443322e-02
  +1.000000   +4.957014079443322e-02   +4.957014079443322e-02
