# dp/dPsi( Psi ) for C_mast_spherical, from C_mast_spherical.npz
#
# Psi = 1 - psi_n: freegs4e's normalised flux is 0 on the AXIS and
# 1 on the boundary, and MEQ's is the other way up.
# The values are d/dpsi in the reference and d/dPsi here, so they
# carry a factor of the span 8.155404366496108e-02.
# Amplitude 7.043548213581768e+05, shape ( 1 - psi_n^1.5 )^2.
#
#   Psi            value                    d/dPsi
  +0.150000   +2.688471935205955e+03   +3.437177551850616e+04
  +0.160000   +3.042098080235384e+03   +3.634678477259132e+04
  +0.170000   +3.415274090791466e+03   +3.828173196763561e+04
  +0.180000   +3.807598841577505e+03   +4.017651565611282e+04
  +0.190000   +4.218670177417744e+03   +4.203103128792587e+04
  +0.200000   +4.648084881565305e+03   +4.384517107591863e+04
  +0.210000   +5.095438642627774e+03   +4.561882385379837e+04
  +0.220000   +5.560326020031823e+03   +4.735187492593851e+04
  +0.230000   +6.042340407942937e+03   +4.904420590848754e+04
  +0.240000   +6.541073997550137e+03   +5.069569456116045e+04
  +0.250000   +7.056117737619289e+03   +5.230621460903680e+04
  +0.260000   +7.587061293211326e+03   +5.387563555362932e+04
  +0.270000   +8.133493002454245e+03   +5.540382247242315e+04
  +0.280000   +8.694999831249268e+03   +5.689063580601408e+04
  +0.290000   +9.271167325782370e+03   +5.833593113189453e+04
  +0.300000   +9.861579562702726e+03   +5.973955892384973e+04
  +0.310000   +1.046581909681840e+04   +6.110136429582872e+04
  +0.320000   +1.108346690614804e+04   +6.242118672904836e+04
  +0.330000   +1.171410233415413e+04   +6.369885978096865e+04
  +0.340000   +1.235730302896922e+04   +6.493421077464551e+04
  +0.350000   +1.301264487941073e+04   +6.612706046681936e+04
  +0.360000   +1.367970194756297e+04   +6.727722269293263e+04
  +0.370000   +1.435804639768564e+04   +6.838450398708585e+04
  +0.380000   +1.504724842118765e+04   +6.944870317473478e+04
  +0.390000   +1.574687615738148e+04   +7.046961093570045e+04
  +0.400000   +1.645649560970825e+04   +7.144700933480381e+04
  +0.410000   +1.717567055709479e+04   +7.238067131714404e+04
  +0.420000   +1.790396246007335e+04   +7.327036016471001e+04
  +0.430000   +1.864093036125854e+04   +7.411582891064121e+04
  +0.440000   +1.938613077973856e+04   +7.491681970703301e+04
  +0.450000   +2.013911759889305e+04   +7.567306314170176e+04
  +0.460000   +2.089944194710250e+04   +7.638427749878146e+04
  +0.470000   +2.166665207075890e+04   +7.705016795740233e+04
  +0.480000   +2.244029319892713e+04   +7.767042572199446e+04
  +0.490000   +2.321990739893756e+04   +7.824472707694655e+04
  +0.500000   +2.400503342211327e+04   +7.877273235742055e+04
  +0.510000   +2.479520653874801e+04   +7.925408482704844e+04
  +0.520000   +2.558995836135239e+04   +7.968840945200404e+04
  +0.530000   +2.638881665507353e+04   +8.007531155950844e+04
  +0.540000   +2.719130513406594e+04   +8.041437536716886e+04
  +0.550000   +2.799694324244633e+04   +8.070516236761727e+04
  +0.560000   +2.880524591829793e+04   +8.094720955065696e+04
  +0.570000   +2.961572333900021e+04   +8.114002744248176e+04
  +0.580000   +3.042788064593911e+04   +8.128309793842318e+04
  +0.590000   +3.124121764640108e+04   +8.137587190201443e+04
  +0.600000   +3.205522849015957e+04   +8.141776649881550e+04
  +0.610000   +3.286940131792318e+04   +8.140816222828304e+04
  +0.620000   +3.368321787841688e+04   +8.134639961080463e+04
  +0.630000   +3.449615311040332e+04   +8.123177547962982e+04
  +0.640000   +3.530767468540574e+04   +8.106353881853355e+04
  +0.650000   +3.611724250624971e+04   +8.084088607528353e+04
  +0.660000   +3.692430815577893e+04   +8.056295586789308e+04
  +0.670000   +3.772831428919245e+04   +8.022882298464081e+04
  +0.680000   +3.852869396236572e+04   +7.983749155916960e+04
  +0.690000   +3.932486988721365e+04   +7.938788727765912e+04
  +0.700000   +4.011625360357855e+04   +7.887884844480973e+04
  +0.710000   +4.090224455521015e+04   +7.830911569748342e+04
  +0.720000   +4.168222905506442e+04   +7.767732010706011e+04
  +0.730000   +4.245557912226726e+04   +7.698196935084723e+04
  +0.740000   +4.322165116951920e+04   +7.622143155511485e+04
  +0.750000   +4.397978451526343e+04   +7.539391631188018e+04
  +0.760000   +4.472929968933489e+04   +7.449745224063193e+04
  +0.770000   +4.546949649369835e+04   +7.352986029383574e+04
  +0.780000   +4.619965177078157e+04   +7.248872177579462e+04
  +0.790000   +4.691901682013982e+04   +7.137133973595829e+04
  +0.800000   +4.762681438880890e+04   +7.017469197756263e+04
  +0.810000   +4.832223514037023e+04   +6.889537334232220e+04
  +0.820000   +4.900443348052822e+04   +6.752952411908572e+04
  +0.830000   +4.967252258004053e+04   +6.607274026713756e+04
  +0.840000   +5.032556838489370e+04   +6.451995946781241e+04
  +0.850000   +5.096258233218648e+04   +6.286531453967876e+04
  +0.860000   +5.158251238813516e+04   +6.110194200892214e+04
  +0.870000   +5.218423187572094e+04   +5.922172783172965e+04
  +0.880000   +5.276652533702554e+04   +5.721496304425924e+04
  +0.890000   +5.332807033378141e+04   +5.506986697330851e+04
  +0.900000   +5.386741354886002e+04   +5.277190985930859e+04
  +0.910000   +5.438293866364191e+04   +5.030282096328648e+04
  +0.920000   +5.487282196574019e+04   +4.763908280992134e+04
  +0.930000   +5.533496890222996e+04   +4.474954309238147e+04
  +0.940000   +5.576691954416236e+04   +4.159141569988027e+04
  +0.950000   +5.616570006231331e+04   +3.810310264125654e+04
  +0.960000   +5.652757246593070e+04   +3.419006399149037e+04
  +0.970000   +5.684756981776606e+04   +2.969315391702070e+04
  +0.980000   +5.711849681320834e+04   +2.430206246935670e+04
  +0.990000   +5.732815533194113e+04   +1.721566226184419e+04
  +1.000000   +5.744298385667061e+04   +0.000000000000000e+00
