# dp/dPsi( Psi ) for F_diiid_conventional, from F_diiid_conventional_shaped.npz
#
# Psi = 1 - psi_n: freegs4e's normalised flux is 0 on the AXIS and
# 1 on the boundary, and MEQ's is the other way up.
# The values are d/dpsi in the reference and d/dPsi here, so they
# carry a factor of the span 3.050312803227917e-01.
# Amplitude 4.779349672897471e+05, shape ( 1 - psi_n^1.5 )^2.
#
#   Psi            value                    d/dPsi
  +0.540000   +6.900908134246955e+04   +2.040844359421537e+05
  +0.550000   +7.105371823943712e+04   +2.048224271370720e+05
  +0.560000   +7.310511756845632e+04   +2.054367210689280e+05
  +0.570000   +7.516203620386994e+04   +2.059260754973239e+05
  +0.580000   +7.722321823912323e+04   +2.062891755193144e+05
  +0.590000   +7.928739423019775e+04   +2.065246274760471e+05
  +0.600000   +8.135328037481704e+04   +2.066309521862513e+05
  +0.610000   +8.341957762023971e+04   +2.066065774133913e+05
  +0.620000   +8.548497069144608e+04   +2.064498294576578e+05
  +0.630000   +8.754812703034606e+04   +2.061589237452232e+05
  +0.640000   +8.960769563525094e+04   +2.057319542646067e+05
  +0.650000   +9.166230578821764e+04   +2.051668816726767e+05
  +0.660000   +9.371056565593906e+04   +2.044615198595982e+05
  +0.670000   +9.575106074755079e+04   +2.036135207214229e+05
  +0.680000   +9.778235220997033e+04   +2.026203568391062e+05
  +0.690000   +9.980297493807589e+04   +2.014793017010132e+05
  +0.700000   +1.018114354730324e+05   +2.001874070291914e+05
  +0.710000   +1.038062096572122e+05   +1.987414766735185e+05
  +0.720000   +1.057857400082167e+05   +1.971380364165552e+05
  +0.730000   +1.077484327671952e+05   +1.953732988778291e+05
  +0.740000   +1.096926545675960e+05   +1.934431225089146e+05
  +0.750000   +1.116167286591833e+05   +1.913429634157429e+05
  +0.760000   +1.135189306079273e+05   +1.890678184122812e+05
  +0.770000   +1.153974833743320e+05   +1.866121572723117e+05
  +0.780000   +1.172505516496662e+05   +1.839698415641825e+05
  +0.790000   +1.190762352996907e+05   +1.811340266705063e+05
  +0.800000   +1.208725617264459e+05   +1.780970425283235e+05
  +0.810000   +1.226374769070569e+05   +1.748502471528548e+05
  +0.820000   +1.243688347994252e+05   +1.713838449451216e+05
  +0.830000   +1.260643847108747e+05   +1.676866588467780e+05
  +0.840000   +1.277217560965171e+05   +1.637458411493808e+05
  +0.850000   +1.293384400728203e+05   +1.595465014753383e+05
  +0.860000   +1.309117666728740e+05   +1.550712209467988e+05
  +0.870000   +1.324388764919659e+05   +1.502994068519842e+05
  +0.880000   +1.339166848074636e+05   +1.452064187158520e+05
  +0.890000   +1.353418353902517e+05   +1.397623582517519e+05
  +0.900000   +1.367106398524634e+05   +1.339303502396446e+05
  +0.910000   +1.380189961231412e+05   +1.276640251909837e+05
  +0.920000   +1.392622757846409e+05   +1.209036978733252e+05
  +0.930000   +1.404351630504471e+05   +1.135703065400719e+05
  +0.940000   +1.415314148426312e+05   +1.055552638988874e+05
  +0.950000   +1.425434838506905e+05   +9.670223980079153e+04
  +0.960000   +1.434618833910473e+05   +8.677130043813348e+04
  +0.970000   +1.442740078246963e+05   +7.535854803111269e+04
  +0.980000   +1.449615961171363e+05   +6.167644390252334e+04
  +0.990000   +1.454936905385712e+05   +4.369179896053193e+04
  +1.000000   +1.457851149834231e+05   +0.000000000000000e+00
