# dp/dPsi( Psi ) for A_testtokamak_classic, from A_testtokamak_classic.npz
#
# Psi = 1 - psi_n: freegs4e's normalised flux is 0 on the AXIS and
# 1 on the boundary, and MEQ's is the other way up.
# The values are d/dpsi in the reference and d/dPsi here, so they
# carry a factor of the span 5.031338894101667e-02.
# Amplitude 3.448797599319759e+05, shape ( 1 - psi_n^1.5 )^2.
#
#   Psi            value                    d/dPsi
  +0.800000   +1.438685349927035e+04   +2.119799583057658e+04
  +0.810000   +1.459692248249876e+04   +2.081154609589907e+04
  +0.820000   +1.480299731037145e+04   +2.039895766375289e+04
  +0.830000   +1.500481009425148e+04   +1.995890018506069e+04
  +0.840000   +1.520207868009550e+04   +1.948984446166089e+04
  +0.850000   +1.539450444810669e+04   +1.899001816674994e+04
  +0.860000   +1.558176960554338e+04   +1.845734801884699e+04
  +0.870000   +1.576353381183442e+04   +1.788938297097103e+04
  +0.880000   +1.593942990794915e+04   +1.728319019122435e+04
  +0.890000   +1.610905841880486e+04   +1.663521103682010e+04
  +0.900000   +1.627198033413213e+04   +1.594105643565720e+04
  +0.910000   +1.642770740504251e+04   +1.519520726057376e+04
  +0.920000   +1.657568873424691e+04   +1.439055947833859e+04
  +0.930000   +1.671529161039428e+04   +1.351770276663004e+04
  +0.940000   +1.684577295129743e+04   +1.256371252581680e+04
  +0.950000   +1.696623443852108e+04   +1.150998156400375e+04
  +0.960000   +1.707554691980045e+04   +1.032795176600834e+04
  +0.970000   +1.717221000928248e+04   +8.969549209149738e+03
  +0.980000   +1.725405018781311e+04   +7.341037122963769e+03
  +0.990000   +1.731738271241277e+04   +5.200415228952787e+03
  +1.000000   +1.735206949934196e+04   +0.000000000000000e+00
