# dp/dPsi( Psi ) for E_testtokamak_diamagnetic, from E_testtokamak_diamagnetic.npz
#
# Psi = 1 - psi_n: freegs4e's normalised flux is 0 on the AXIS and
# 1 on the boundary, and MEQ's is the other way up.
# The values are d/dpsi in the reference and d/dPsi here, so they
# carry a factor of the span 4.584550873339535e-02.
# Amplitude 9.533424825003585e+05, shape ( 1 - psi_n^1.2 )^1.5.
#
#   Psi            value                    d/dPsi
  +0.060000   +8.366799980314597e+02   +2.078651580424281e+04
  +0.070000   +1.052688808157470e+03   +2.239234577861938e+04
  +0.080000   +1.284114615013919e+03   +2.387418172509550e+04
  +0.090000   +1.529832184925687e+03   +2.525374997911525e+04
  +0.100000   +1.788901946511622e+03   +2.654689187579436e+04
  +0.110000   +2.060522136223433e+03   +2.776558083637891e+04
  +0.120000   +2.343996632376097e+03   +2.891912814977000e+04
  +0.130000   +2.638712414485248e+03   +3.001494400597763e+04
  +0.140000   +2.944123226695726e+03   +3.105903930200650e+04
  +0.150000   +3.259737403704171e+03   +3.205636865603597e+04
  +0.160000   +3.585108583857396e+03   +3.301107206777299e+04
  +0.170000   +3.919828481825505e+03   +3.392664960518916e+04
  +0.180000   +4.263521166160017e+03   +3.480609050529781e+04
  +0.190000   +4.615838459505762e+03   +3.565197044128730e+04
  +0.200000   +4.976456191650218e+03   +3.646652605606736e+04
  +0.210000   +5.345071110877837e+03   +3.725171293706130e+04
  +0.220000   +5.721398310726362e+03   +3.800925131624231e+04
  +0.230000   +6.105169065403072e+03   +3.874066252691443e+04
  +0.240000   +6.496128992926628e+03   +3.944729840076070e+04
  +0.250000   +6.894036483792180e+03   +4.013036520320266e+04
  +0.260000   +7.298661346762834e+03   +4.079094329365008e+04
  +0.270000   +7.709783633706677e+03   +4.143000340335915e+04
  +0.280000   +8.127192613205001e+03   +4.204842021064088e+04
  +0.290000   +8.550685868633462e+03   +4.264698373671737e+04
  +0.300000   +8.980068501040738e+03   +4.322640896917000e+04
  +0.310000   +9.415152420761067e+03   +4.378734403239335e+04
  +0.320000   +9.855755714543149e+03   +4.433037715791460e+04
  +0.330000   +1.030170207724032e+04   +4.485604265633265e+04
  +0.340000   +1.075282029891778e+04   +4.536482605301874e+04
  +0.350000   +1.120894379969326e+04   +4.585716851875000e+04
  +0.360000   +1.166991020581225e+04   +4.633347070202917e+04
  +0.370000   +1.213556096142580e+04   +4.679409605044046e+04
  +0.380000   +1.260574097133187e+04   +4.723937369285400e+04
  +0.390000   +1.308029827059456e+04   +4.766960094175563e+04
  +0.400000   +1.355908371749553e+04   +4.808504546479142e+04
  +0.410000   +1.404195070671975e+04   +4.848594716627346e+04
  +0.420000   +1.452875490004977e+04   +4.887251981250905e+04
  +0.430000   +1.501935397215175e+04   +4.924495242908816e+04
  +0.440000   +1.551360736929316e+04   +4.960341049345730e+04
  +0.450000   +1.601137607904437e+04   +4.994803694203247e+04
  +0.460000   +1.651252240919113e+04   +5.027895300761330e+04
  +0.470000   +1.701690977422687e+04   +5.059625889982843e+04
  +0.480000   +1.752440248790752e+04   +5.090003433867430e+04
  +0.490000   +1.803486556044015e+04   +5.119033894881606e+04
  +0.500000   +1.854816449894213e+04   +5.146721252013724e+04
  +0.510000   +1.906416510985217e+04   +5.173067513798299e+04
  +0.520000   +1.958273330199937e+04   +5.198072718459293e+04
  +0.530000   +2.010373488904150e+04   +5.221734921130533e+04
  +0.540000   +2.062703538997034e+04   +5.244050167918732e+04
  +0.550000   +2.115249982634811e+04   +5.265012456375344e+04
  +0.560000   +2.167999251488571e+04   +5.284613681732363e+04
  +0.570000   +2.220937685389723e+04   +5.302843568028350e+04
  +0.580000   +2.274051510206579e+04   +5.319689582997614e+04
  +0.590000   +2.327326814782893e+04   +5.335136835310070e+04
  +0.600000   +2.380749526753449e+04   +5.349167952422650e+04
  +0.610000   +2.434305387032572e+04   +5.361762936924105e+04
  +0.620000   +2.487979922748082e+04   +5.372898998810280e+04
  +0.630000   +2.541758418365016e+04   +5.382550360599479e+04
  +0.640000   +2.595625884709502e+04   +5.390688031566440e+04
  +0.650000   +2.649567025562237e+04   +5.397279546612123e+04
  +0.660000   +2.703566201441746e+04   +5.402288664360722e+04
  +0.670000   +2.757607390138034e+04   +5.405675017941759e+04
  +0.680000   +2.811674143485038e+04   +5.407393710516532e+04
  +0.690000   +2.865749539772602e+04   +5.407394845870906e+04
  +0.700000   +2.919816131091355e+04   +5.405622982222302e+04
  +0.710000   +2.973855884772247e+04   +5.402016494647887e+04
  +0.720000   +3.027850117919847e+04   +5.396506828059075e+04
  +0.730000   +3.081779423836411e+04   +5.389017618188144e+04
  +0.740000   +3.135623588880786e+04   +5.379463652293186e+04
  +0.750000   +3.189361497987499e+04   +5.367749633781386e+04
  +0.760000   +3.242971026666231e+04   +5.353768705073490e+04
  +0.770000   +3.296428916782662e+04   +5.337400669901673e+04
  +0.780000   +3.349710632749744e+04   +5.318509838583088e+04
  +0.790000   +3.402790193880109e+04   +5.296942395803168e+04
  +0.800000   +3.455639977489299e+04   +5.272523157361703e+04
  +0.810000   +3.508230485785955e+04   +5.245051536109759e+04
  +0.820000   +3.560530067479075e+04   +5.214296471718920e+04
  +0.830000   +3.612504582135117e+04   +5.179989984293981e+04
  +0.840000   +3.664116991268130e+04   +5.141818872761128e+04
  +0.850000   +3.715326854384319e+04   +5.099413870337595e+04
  +0.860000   +3.766089699841800e+04   +5.052335249234417e+04
  +0.870000   +3.816356227983141e+04   +5.000053362745391e+04
  +0.880000   +3.866071285133884e+04   +4.941921796274763e+04
  +0.890000   +3.915172517543340e+04   +4.877139431643370e+04
  +0.900000   +3.963588566629872e+04   +4.804695351932264e+04
  +0.910000   +4.011236586790081e+04   +4.723286195899887e+04
  +0.920000   +4.058018726432135e+04   +4.631187310022896e+04
  +0.930000   +4.103816952616530e+04   +4.526042231409900e+04
  +0.940000   +4.148485085538604e+04   +4.404498110070430e+04
  +0.950000   +4.191835807469623e+04   +4.261525473377133e+04
  +0.960000   +4.233617788584400e+04   +4.089016668353523e+04
  +0.970000   +4.273470870818698e+04   +3.872464993485889e+04
  +0.980000   +4.310822853979475e+04   +3.581203977779881e+04
  +0.990000   +4.344573314962092e+04   +3.125734193383520e+04
  +1.000000   +4.370647110738699e+04   +0.000000000000000e+00
