# dgg/dPsi( Psi ) for G_mastu_simple, from G_mastu_simple.npz
#
# Psi = 1 - psi_n: freegs4e's normalised flux is 0 on the AXIS and
# 1 on the boundary, and MEQ's is the other way up.
# The values are d/dpsi in the reference and d/dPsi here, so they
# carry a factor of the span 8.333814835308873e-02.
# Amplitude 4.271563518996171e-01, shape ( 1 - psi_n^1.2 )^1.5.
#
#   Psi            value                    d/dPsi
  +0.270000   +6.279530342110444e-03   +3.374426258964335e-02
  +0.280000   +6.619505168429780e-03   +3.424795598622828e-02
  +0.290000   +6.964435567710466e-03   +3.473547911297922e-02
  +0.300000   +7.314162796992051e-03   +3.520741431908064e-02
  +0.310000   +7.668533659399069e-03   +3.566428949441824e-02
  +0.320000   +8.027399988674796e-03   +3.610658374682417e-02
  +0.330000   +8.390618186299405e-03   +3.653473226615295e-02
  +0.340000   +8.758048803744707e-03   +3.694913050725070e-02
  +0.350000   +9.129556163607179e-03   +3.735013779865539e-02
  +0.360000   +9.505008014326129e-03   +3.773808046397725e-02
  +0.370000   +9.884275213981136e-03   +3.811325452710505e-02
  +0.380000   +1.026723143930901e-02   +3.847592805972854e-02
  +0.390000   +1.065375291661243e-02   +3.882634321945743e-02
  +0.400000   +1.104371817167240e-02   +3.916471801851941e-02
  +0.410000   +1.143700779614130e-02   +3.949124785622509e-02
  +0.420000   +1.183350422819653e-02   +3.980610684277997e-02
  +0.430000   +1.223309154548606e-02   +4.010944893735906e-02
  +0.440000   +1.263565526860684e-02   +4.040140891944457e-02
  +0.450000   +1.304108217352935e-02   +4.068210320910794e-02
  +0.460000   +1.344926011152433e-02   +4.095163054907398e-02
  +0.470000   +1.386007783526327e-02   +4.121007255893585e-02
  +0.480000   +1.427342482985661e-02   +4.145749416971631e-02
  +0.490000   +1.468919114766630e-02   +4.169394394502126e-02
  +0.500000   +1.510726724578198e-02   +4.191945429325446e-02
  +0.510000   +1.552754382508714e-02   +4.213404157369917e-02
  +0.520000   +1.594991166986102e-02   +4.233770609768517e-02
  +0.530000   +1.637426148686696e-02   +4.253043202450055e-02
  +0.540000   +1.680048374286617e-02   +4.271218715013798e-02
  +0.550000   +1.722846849946923e-02   +4.288292258534251e-02
  +0.560000   +1.765810524419338e-02   +4.304257231770831e-02
  +0.570000   +1.808928271653220e-02   +4.319105265070805e-02
  +0.580000   +1.852188872776294e-02   +4.332826151047508e-02
  +0.590000   +1.895580997311350e-02   +4.345407760883382e-02
  +0.600000   +1.939093183478324e-02   +4.356835944841352e-02
  +0.610000   +1.982713817415479e-02   +4.367094415259319e-02
  +0.620000   +2.026431111134419e-02   +4.376164609940286e-02
  +0.630000   +2.070233079000698e-02   +4.384025533421068e-02
  +0.640000   +2.114107512504118e-02   +4.390653573088451e-02
  +0.650000   +2.158041953049495e-02   +4.396022286491624e-02
  +0.660000   +2.202023662458545e-02   +4.400102155445665e-02
  +0.670000   +2.246039590824993e-02   +4.402860301597557e-02
  +0.680000   +2.290076341306236e-02   +4.404260156987126e-02
  +0.690000   +2.334120131363436e-02   +4.404261081720241e-02
  +0.700000   +2.378156749874527e-02   +4.402817919100886e-02
  +0.710000   +2.422171509437395e-02   +4.399880476336217e-02
  +0.720000   +2.466149193047996e-02   +4.395392916092880e-02
  +0.730000   +2.510073994173602e-02   +4.389293040550674e-02
  +0.740000   +2.553929449035336e-02   +4.381511444908667e-02
  +0.750000   +2.597698359654548e-02   +4.371970511185014e-02
  +0.760000   +2.641362705887633e-02   +4.360583205107021e-02
  +0.770000   +2.684903544250946e-02   +4.347251628193138e-02
  +0.780000   +2.728300890790247e-02   +4.331865262752983e-02
  +0.790000   +2.771533584533662e-02   +4.314298827977028e-02
  +0.800000   +2.814579127121518e-02   +4.294409638343481e-02
  +0.810000   +2.857413492941080e-02   +4.272034317920174e-02
  +0.820000   +2.900010902378851e-02   +4.246984670719765e-02
  +0.830000   +2.942343548443287e-02   +4.219042430191213e-02
  +0.840000   +2.984381263712392e-02   +4.187952497652160e-02
  +0.850000   +3.026091109867805e-02   +4.153414109543360e-02
  +0.860000   +3.067436865267282e-02   +4.115069112624166e-02
  +0.870000   +3.108378375905283e-02   +4.072486115727173e-02
  +0.880000   +3.148870719746553e-02   +4.025138621578208e-02
  +0.890000   +3.188863110376322e-02   +3.972374128608784e-02
  +0.900000   +3.228297427048295e-02   +3.913369256583155e-02
  +0.910000   +3.267106192968705e-02   +3.847062432719002e-02
  +0.920000   +3.305209709138313e-02   +3.772048946502518e-02
  +0.930000   +3.342511839081676e-02   +3.686409485936170e-02
  +0.940000   +3.378893521024511e-02   +3.587413193158313e-02
  +0.950000   +3.414202186825208e-02   +3.470963620399622e-02
  +0.960000   +3.448233131223784e-02   +3.330457177301664e-02
  +0.970000   +3.480693009607761e-02   +3.154078321866474e-02
  +0.980000   +3.511115771482770e-02   +2.916849565198960e-02
  +0.990000   +3.538605134851411e-02   +2.545874649829465e-02
  +1.000000   +3.559841942457447e-02   +0.000000000000000e+00
