# dp/dPsi( Psi ) for B_testtokamak_peaked_ffdom, from B_testtokamak_peaked_ffdom.npz
#
# Psi = 1 - psi_n: freegs4e's normalised flux is 0 on the AXIS and
# 1 on the boundary, and MEQ's is the other way up.
# The values are d/dpsi in the reference and d/dPsi here, so they
# carry a factor of the span 5.110944159341464e-02.
# Amplitude 2.659828457636165e+05, shape ( 1 - psi_n^2 )^3.
#
#   Psi            value                    d/dPsi
  -0.030000   -3.070482610709330e+00   +3.115859201015382e+02
  -0.020000   -8.963938321068019e-01   +1.357903527844958e+02
  -0.010000   -1.103933560647619e-01   +3.328277302251031e+01
  +0.000000   +0.000000000000000e+00   +0.000000000000000e+00
  +0.010000   +1.071307125433955e-01   +3.197771017626976e+01
  +0.020000   +8.441902307184053e-01   +1.253494585006114e+02
  +0.030000   +2.806190867350433e+00   +2.763456996274028e+02
  +0.040000   +6.550929902063699e+00   +4.812928091312104e+02
  +0.050000   +1.259994389655861e+01   +7.366121047218875e+02
  +0.060000   +2.143945322204011e+01   +1.038818867459675e+03
  +0.070000   +3.352129679879710e+01   +1.384521362970301e+03
  +0.080000   +4.926385704793278e+01   +1.770419862660082e+03
  +0.090000   +6.905297505524589e+01   +2.193305664931019e+03
  +0.100000   +9.324285594726344e+01   +2.650060116395905e+03
  +0.110000   +1.221569644794238e+02   +3.137653633093423e+03
  +0.120000   +1.560889108364108e+02   +3.653144721703231e+03
  +0.130000   +1.953033266446403e+02   +4.193679000761097e+03
  +0.140000   +2.400367311968955e+02   +4.756488221873965e+03
  +0.150000   +2.904983878891138e+02   +5.338889290935062e+03
  +0.160000   +3.468711508693268e+02   +5.938283289339015e+03
  +0.170000   +4.093123018987482e+02   +6.552154495196932e+03
  +0.180000   +4.779543774250149e+02   +7.178069404551509e+03
  +0.190000   +5.529059858675798e+02   +7.813675752592146e+03
  +0.200000   +6.342526151152512e+02   +8.456701534870017e+03
  +0.210000   +7.220574302358878e+02   +9.104954028513192e+03
  +0.220000   +8.163620613982436e+02   +9.756318813441727e+03
  +0.230000   +9.171873820059623e+02   +1.040875879358277e+04
  +0.240000   +1.024534277043723e+03   +1.106031321808565e+04
  +0.250000   +1.138384401635542e+03   +1.170909670253700e+04
  +0.260000   +1.258700929815215e+03   +1.235329825017585e+04
  +0.270000   +1.385429293508919e+03   +1.299118027310868e+04
  +0.280000   +1.518497911729966e+03   +1.362107761352461e+04
  +0.290000   +1.657818909985698e+03   +1.424139656491041e+04
  +0.300000   +1.803288829896547e+03   +1.485061389326567e+04
  +0.310000   +1.954789329027230e+03   +1.544727585831787e+04
  +0.320000   +2.112187870930112e+03   +1.602999723473745e+04
  +0.330000   +2.275338405400703e+03   +1.659746033335297e+04
  +0.340000   +2.444082038945321e+03   +1.714841402236617e+04
  +0.350000   +2.618247695460896e+03   +1.768167274856709e+04
  +0.360000   +2.797652767126931e+03   +1.819611555854914e+04
  +0.370000   +2.982103755509609e+03   +1.869068511992425e+04
  +0.380000   +3.171396902878051e+03   +1.916438674253792e+04
  +0.390000   +3.365318813732735e+03   +1.961628739968435e+04
  +0.400000   +3.563647066546053e+03   +2.004551474932154e+04
  +0.410000   +3.766150815715022e+03   +2.045125615528636e+04
  +0.420000   +3.972591383726160e+03   +2.083275770850971e+04
  +0.430000   +4.182722843532486e+03   +2.118932324823153e+04
  +0.440000   +4.396292591142695e+03   +2.152031338321599e+04
  +0.450000   +4.613041908422477e+03   +2.182514451296656e+04
  +0.460000   +4.832706516107975e+03   +2.210328784894106e+04
  +0.470000   +5.055017117031425e+03   +2.235426843576684e+04
  +0.480000   +5.279699929558903e+03   +2.257766417245583e+04
  +0.490000   +5.506477211240257e+03   +2.277310483361966e+04
  +0.500000   +5.735067772671186e+03   +2.294027109068474e+04
  +0.510000   +5.965187481567451e+03   +2.307889353310739e+04
  +0.520000   +6.196549757051258e+03   +2.318875168958890e+04
  +0.530000   +6.428866054149777e+03   +2.326967304929068e+04
  +0.540000   +6.661846338505827e+03   +2.332153208304931e+04
  +0.550000   +6.895199551300700e+03   +2.334424926459170e+04
  +0.560000   +7.128634064389124e+03   +2.333779009175011e+04
  +0.570000   +7.361858125646425e+03   +2.330216410767730e+04
  +0.580000   +7.594580294527779e+03   +2.323742392206168e+04
  +0.590000   +7.826509867839652e+03   +2.314366423234227e+04
  +0.600000   +8.057357295723386e+03   +2.302102084492395e+04
  +0.610000   +8.286834587850932e+03   +2.286966969639247e+04
  +0.620000   +8.514655709832730e+03   +2.268982587472957e+04
  +0.630000   +8.740536969837747e+03   +2.248174264052809e+04
  +0.640000   +8.964197395425665e+03   +2.224571044820706e+04
  +0.650000   +9.185359100591219e+03   +2.198205596722684e+04
  +0.660000   +9.403747643020672e+03   +2.169114110330413e+04
  +0.670000   +9.619092371560486e+03   +2.137336201962717e+04
  +0.680000   +9.831126763898072e+03   +2.102914815807075e+04
  +0.690000   +1.003958875445476e+04   +2.065896126041140e+04
  +0.700000   +1.024422105249090e+04   +2.026329438954244e+04
  +0.710000   +1.044477145042305e+04   +1.984267095068906e+04
  +0.720000   +1.064099312235344e+04   +1.939764371262347e+04
  +0.730000   +1.083264491281149e+04   +1.892879382887996e+04
  +0.740000   +1.101949161570747e+04   +1.843672985897002e+04
  +0.750000   +1.120130424349841e+04   +1.792208678959746e+04
  +0.760000   +1.137786028656606e+04   +1.738552505587344e+04
  +0.770000   +1.154894396280706e+04   +1.682772956253167e+04
  +0.780000   +1.171434645743520e+04   +1.624940870514341e+04
  +0.790000   +1.187386615299593e+04   +1.565129339133264e+04
  +0.800000   +1.202730884959292e+04   +1.503413606199115e+04
  +0.810000   +1.217448797532683e+04   +1.439870971249359e+04
  +0.820000   +1.231522478694619e+04   +1.374580691391265e+04
  +0.830000   +1.244934856071052e+04   +1.307623883423409e+04
  +0.840000   +1.257669677346545e+04   +1.239083425957186e+04
  +0.850000   +1.269711527393014e+04   +1.169043861538324e+04
  +0.860000   +1.281045844419677e+04   +1.097591298768390e+04
  +0.870000   +1.291658935144219e+04   +1.024813314426296e+04
  +0.880000   +1.301537988985174e+04   +9.507988555898199e+03
  +0.890000   +1.310671091275523e+04   +8.756381417571070e+03
  +0.900000   +1.319047235497500e+04   +7.994225669681826e+03
  +0.910000   +1.326656334538624e+04   +7.222446019264618e+03
  +0.920000   +1.333489230968936e+04   +6.441976961202595e+03
  +0.930000   +1.339537706339460e+04   +5.653761799443007e+03
  +0.940000   +1.344794489501870e+04   +4.858751668212302e+03
  +0.950000   +1.349253263949382e+04   +4.057904553231228e+03
  +0.960000   +1.352908674178849e+04   +3.252184312929929e+03
  +0.970000   +1.355756331074085e+04   +2.442559699663052e+03
  +0.980000   +1.357792816310392e+04   +1.630003380924842e+03
  +0.990000   +1.359015685780310e+04   +8.154909605642432e+02
  +1.000000   +1.359423472040577e+04   +0.000000000000000e+00
